h1,h2,h3,h4,h5,h6,url
No data,No data,No data,No data,No data,No data,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=11230
404: Page not found,404,404,404,404,404,https://pathology.uchicago.edu/directory/girish-venkataraman-md
Oops!,No data,No data,No data,No data,No data,https://pathology.uchicago.edu/directory/girish-venkataraman-md
404: Page not found,404,404,404,404,404,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=11550
No data,No data,No data,No data,No data,No data,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=11550
"Bharathi Reddy, MD","Associate Professor of Medicine,","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,,Locations,,,Specialties & Areas of Expertise,,Specialties,Areas of Expertise,,Education,,Medical Education,Residency,Fellowship,,Memberships & Medical Societies,,Memberships & Medical Societies,,Insurance Plans Accepted,,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,At a Glance,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",",UChicago Faculty Physicians,Open for more information,,,To Request an Appointment",No data,https://www.uchicagomedicine.org/find-a-physician/physician/bharathi-reddy
404: Page not found,404,404,404,404,404,https://health.uchicago.edu/People/Sanghavi-Prachi
Oops!,No data,No data,No data,No data,No data,https://health.uchicago.edu/People/Sanghavi-Prachi
Home,"Tougher. Stronger. Smarter.,Leading-Edge Care in your Neighborhood,Tougher. Stronger. Smarter.","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,Tougher. Stronger. Smarter.,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",No data,No data,https://www.uchicagomedicine.org/
Home,"Tougher. Stronger. Smarter.,Leading-Edge Care in your Neighborhood,Tougher. Stronger. Smarter.","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,Tougher. Stronger. Smarter.,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",No data,No data,https://www.uchicagomedicine.org/
404: Page not found,404,404,404,404,404,https://anesthesia.uchicago.edu/directory/aalok-kacha-md
Oops!,No data,No data,No data,No data,No data,https://anesthesia.uchicago.edu/directory/aalok-kacha-md
404: Page not found,404,404,404,404,404,https://anesthesia.uchicago.edu/directory/ashish-gupta-md
Oops!,No data,No data,No data,No data,No data,https://anesthesia.uchicago.edu/directory/ashish-gupta-md
404: Page not found,404,404,404,404,404,https://newfaculty.uchicago.edu/page/balaji-manicassamy
"New Faculty 2020,No Results Found",No data,No data,"Search News,Archives,Categories",No data,No data,https://newfaculty.uchicago.edu/page/balaji-manicassamy
404: Page not found,404,404,404,404,404,https://microbiology.uchicago.edu/page/balaji-manicassamy
Oops!,No data,No data,No data,No data,No data,https://microbiology.uchicago.edu/page/balaji-manicassamy
"Nikunj K. Chokshi, MD","Assistant Professor of Surgery,Director, Surgical Critical Care Fellowship,","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,,Locations,,,Specialties & Areas of Expertise,,Specialties,Areas of Expertise,,Education,,Medical Education,Internship,Residency,Fellowship,,Memberships & Medical Societies,,Memberships & Medical Societies,,Insurance Plans Accepted,,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,At a Glance,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",",UChicago Faculty Physicians,Open for more information,,,To Request an Appointment",No data,https://www.uchicagomedicine.org/find-a-physician/physician/nikunj-k-chokshi
Anuj Shah,"Biography,Academic Areas,Selected Publications,2020 - 2021 Course Schedule,,Get the Latest Insights from Anuj Shah in Chicago Booth Review,,Explore,Other Offerings,,Global Locations,,Follow",No data,No data,No data,No data,https://www.chicagobooth.edu/faculty/directory/s/anuj-shah
No data,"Fellows,Staff","Social Media Links,Contact,Address,Mailing Address,Newsletter Sign Up",No data,No data,No data,https://ccct.uchicago.edu/people/
404: Page not found,404,404,404,404,404,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=7249
No data,No data,No data,No data,No data,No data,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=7249
Home,"Tougher. Stronger. Smarter.,Leading-Edge Care in your Neighborhood,Tougher. Stronger. Smarter.","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,Tougher. Stronger. Smarter.,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",No data,No data,https://www.uchicagomedicine.org/
404: Page not found,404,404,404,404,404,https://anesthesia.uchicago.edu/directory/sajid-shahul-md-mph
Oops!,No data,No data,No data,No data,No data,https://anesthesia.uchicago.edu/directory/sajid-shahul-md-mph
Santosh Harish,Media Inquires,No data,"Themes & Topics,Centers & Initiatives,Trending,Themes & Topics,Centers & Initiatives,Trending,UChicago Community (If applicable)…,Interested In…",No data,No data,https://epic.uchicago.edu/people/santosh-harish/
404: Page not found,404,404,404,404,404,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=6638
No data,No data,No data,No data,No data,No data,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=6638
404: Page not found,404,404,404,404,404,https://em.uchicago.edu/people/name/amardeep-singh/
"UChicago EM Recruitment,No Results Found",No data,No data,No data,No data,No data,https://em.uchicago.edu/people/name/amardeep-singh/
"Srikanth (Chicu) Reddy,","Secondary Menu,Main navigation,Secondary Menu,Synopsis,Biography,Select Publications,Publications,,Changing Subjects: Digressions in Modern American Poetry,,,,Facts for Visitors,,,,Underworld Lit,,,,Voyager,,,Recent Courses",No data,No data,No data,No data,https://english.uchicago.edu/people/srikanth-chicu-reddy
"Amit R. Patel, MD","Associate Professor of Medicine and Radiology,Director, Cardiac Magnetic Resonance and Computed Tomography,,We now offer video visits, so you can see a doctor from your mobile device or computer.","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,,Locations,,,Specialties & Areas of Expertise,,Specialties,Areas of Expertise,,Education,,Medical Education,Internship,Residency,Fellowship,,Memberships & Medical Societies,,Memberships & Medical Societies,,Insurance Plans Accepted,,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,At a Glance,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",",UChicago Faculty Physicians,Open for more information,,,To Request an Appointment",No data,https://www.uchicagomedicine.org/find-a-physician/physician/amit-r-patel
404: Page not found,404,404,404,404,404,https://salc.uchicago.edu/faculty/majumdar
Page not found,"Secondary Menu,Main navigation,Secondary Menu,Footer Menu",No data,No data,No data,No data,https://salc.uchicago.edu/faculty/majumdar
404: Page not found,404,404,404,404,404,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=10861
No data,No data,No data,No data,No data,No data,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=10861
404: Page not found,404,404,404,404,404,https://biosciences.uchicago.edu/programspage/mahesh-p-gupta-phd-faha
Page not found,No data,No data,No data,No data,No data,https://biosciences.uchicago.edu/programspage/mahesh-p-gupta-phd-faha
"Vineet Arora, MD, MAPP","Herbert T. Abelson Professor of Medicine,Assistant Dean for Scholarship and Discovery,Associate Chief, Medical Officer for Clinical Learning Environment,","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,,Locations,,,Specialties & Areas of Expertise,,Specialties,Areas of Expertise,,Education,,Medical Education,Internship,Residency,Fellowship,Other Grad Education,,Memberships & Medical Societies,,Memberships & Medical Societies,,Insurance Plans Accepted,,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,At a Glance,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",",UChicago Faculty Physicians,Open for more information,,,To Request an Appointment",No data,https://www.uchicagomedicine.org/find-a-physician/physician/vineet-arora
404: Page not found,404,404,404,404,404,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=8755
No data,No data,No data,No data,No data,No data,http://med-spportal01.bsd.uchicago.edu/FacultyPro/faculty_profile.aspx?empl_id=8755
404: Page not found,404,404,404,404,404,https://political-science.uchicago.edu//people/faculty/muthu.shtml
"Political Science,Page not found",No data,No data,No data,No data,No data,https://political-science.uchicago.edu//people/faculty/muthu.shtml
"Sandeep Nathan, MD, MS","Associate Professor of Medicine,Co-Director, Cardiac Catheterization Laboratory,Director, Interventional Cardiology Fellowship Program,Director, Coronary Care Unit,,We now offer video visits, so you can see a doctor from your mobile device or computer.,Read more from Dr. Nathan","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,,Locations,,,Specialties & Areas of Expertise,,Specialties,Areas of Expertise,,Education,,Medical Education,Residency,Fellowship,,Memberships & Medical Societies,,Memberships & Medical Societies,,Insurance Plans Accepted,,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,At a Glance,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",",UChicago Faculty Physicians,Open for more information,,,To Request an Appointment",No data,https://www.uchicagomedicine.org/find-a-physician/physician/sandeep-nathan
"Ranjana Gokhale, MD","Associate Professor of Pediatrics,Director, Pediatric Gastroenterology Fellowship Program,","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,,Locations,,,Specialties & Areas of Expertise,,Specialties,Areas of Expertise,,Education,,Medical Education,Residency,Fellowship,,Memberships & Medical Societies,,Memberships & Medical Societies,,Insurance Plans Accepted,,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,At a Glance,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",",UChicago Faculty Physicians,Open for more information,,,To Request an Appointment",No data,https://www.uchicagomedicine.org/find-a-physician/physician/ranjana-gokhale
Facebook,No data,No data,No data,No data,No data,https://www.facebook.com/agrawalstuti7/about?lst=100001539709231%3A865025163%3A1483694052&section=education&pnref=about
"Sarosh Rana, MD, MPH","Professor of Obstetrics and Gynecology,Chief, Section of Maternal-Fetal Medicine,,We now offer video visits, so you can see a doctor from your mobile device or computer.,At The Forefront Live: Understanding Preeclampsia,Read more from Dr. Rana","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,,Locations,,,Specialties & Areas of Expertise,,Specialties,Areas of Expertise,,Education,,Medical Education,Internship,Residency,Fellowship,,Memberships & Medical Societies,,Memberships & Medical Societies,,Insurance Plans Accepted,,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,At a Glance,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",",UChicago Faculty Physicians,Open for more information,,,To Request an Appointment",No data,https://www.uchicagomedicine.org/find-a-physician/physician/sarosh-rana
"Anthropology,Kaushik Sunder Rajan",Department of Anthropology,",Professor of Anthropology and of Social Sciences in the College,,Co-Director, Chicago Center for Contemporary Theory,Contact Information,Selected Publications",No data,No data,No data,https://anthropology.uchicago.edu/people/faculty/kaushik-sunder-rajan
Child and Adolescent Graduates,You may also like …,"Mia Bell, DO,Ryan Rosenberger, MD,Malcolm Vandrevala, MD,Kamilah C. Banks-Word, MD, MA,Brenda Manoharan, MD,Oday Alsarraf, MD, PH.D,Kavita Jayaswal, MD,Ravi Ramasamy, MD,Laura Chang, DO,Nicholas Austin, MD,Jonathan Kolakowski, MD,Trixie Lipke, MD,Firas Nakshabandi, MD,Michelle John, D.O., M.P.H.,Walter Shuham, MD,Matthew Brown, DO,Purnima Gorrepati M.D.,Jabeen Ali, MD,Imran Shakir, DO,Fernando Espi Forcen, MD,Aliya Ali, DO,Vicente Gonzaga, MD,Lucas Henry, MD,Vijay Khilanani, MD,Jyoti Randhawa, MD,Susan Buratto, MD,Muhammad Junaid, MD,Khalid Afzal, M.D., DFAACAP,Astrid Herard, MD,Jane Gaffrey, DO,Christopher Womack, MD",No data,No data,No data,https://psychiatry.uchicago.edu/people/child-and-adolescent-graduates
"Umesh Dyamenahalli, MD","Associate Professor of Pediatrics,Director, Cardiovascular Intensive Care Unit,","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,,Locations,,,Specialties & Areas of Expertise,,Specialties,Areas of Expertise,,Education,,Medical Education,Residency,Fellowship,,Memberships & Medical Societies,,Memberships & Medical Societies,,Insurance Plans Accepted,,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,At a Glance,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",",UChicago Faculty Physicians,Open for more information,,,To Request an Appointment",No data,https://www.uchicagomedicine.org/find-a-physician/physician/umesh-dyamenahalli
Sanjog Misra,"Biography,Academic Areas,Working Papers,2020 - 2021 Course Schedule,2020 - 2021 Executive Education Schedule,,Get the Latest Insights from Sanjog Misra in Chicago Booth Review,,Explore,Other Offerings,,Global Locations,,Follow",No data,No data,No data,No data,https://www.chicagobooth.edu/faculty/directory/m/sanjog-misra
"K. Gautham Reddy, MD","Associate Professor of Medicine,Director, Transplant Hepatology Fellowship Program,","See All Patient & Visitor Information,See All Health Care Professionals Information,Research & Clinical Trials,Appointments,Contact Us,Patient Portal,Online Bill Pay,,Locations,,,Specialties & Areas of Expertise,,Specialties,Areas of Expertise,,Education,,Medical Education,Internship,Residency,Fellowship,,Memberships & Medical Societies,,Memberships & Medical Societies,,Insurance Plans Accepted,,I'd Like to,Patients & Visitors,Health Care Professionals,Research & Clinical Trials","Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial,At a Glance,Schedule a Virtual Visit,Patient Portal,Coronavirus Resources for Employees,Find a Clinical Trial",",UChicago Faculty Physicians,Open for more information,,,To Request an Appointment",No data,https://www.uchicagomedicine.org/find-a-physician/physician/k-gautham-reddy
